name_source	name	source	type	name1	name2	descr1	descr2	descr3	description
Αμφικτυονίς	Amphictyonis	Greek	Rustic deities			Amphictyonis	Αμφικτυονίς	, goddess of wine and friendship between nations, a local form of Demeter	Amphictyonis (Αμφικτυονίς), goddess of wine and friendship between nations, a local form of Demeter
ᾍδης, Hádēs	Hades	Greek	Deity			Hades	ᾍδης, Hádēs	/Pluto (Πλούτων, Ploutōn) King of the underworld and the dead. God of wealth. His consort is Persephone. His attributes are the drinking horn or cornucopia, key, sceptre, and the three-headed dog Cerberus. His sacred animals include the screech owl. He was one of three sons of Cronus and Rhea, and thus sovereign over one of the three realms of the universe, the underworld. As a chthonic god, however, his place among the Olympians is ambiguous. In the mystery religions and Athenian literature, Plouton ("the Rich one") was his preferred name, because of the idea that all riches came from the earth. The term Hades was used in this literature to refer to the underworld itself. The Romans translated Plouton as Dis Pater ("the Rich Father") or Pluto.[8]	Hades (ᾍδης, Hádēs)/Pluto (Πλούτων, Ploutōn) King of the underworld and the dead. God of wealth. His consort is Persephone. His attributes are the drinking horn or cornucopia, key, sceptre, and the three-headed dog Cerberus. His sacred animals include the screech owl. He was one of three sons of Cronus and Rhea, and thus sovereign over one of the three realms of the universe, the underworld. As a chthonic god, however, his place among the Olympians is ambiguous. In the mystery religions and Athenian literature, Plouton ("the Rich one") was his preferred name, because of the idea that all riches came from the earth. The term Hades was used in this literature to refer to the underworld itself. The Romans translated Plouton as Dis Pater ("the Rich Father") or Pluto.[8]
	Phemius	Greek	mythological figures			Phemius			Phemius — An Ithacan poet who performs in the house of Odysseus.
Γύγης	Gyges	Greek	Gigantes			Gyges	Γύγης	, The Big-Limbed	Gyges (Γύγης), The Big-Limbed
	Hodoedocus	Greek	mythological figures			Hodoedocus			Hodoedocus — Son of Cynus, father of Oileus.
Ουρανός	Uranus	Greek	Sky deities			Uranus	Ουρανός	, primeval god of the heavens	Uranus (Ουρανός), primeval god of the heavens
Εἰλείθυια	Eileithyia	Greek	Other deities			Eileithyia	Εἰλείθυια	, goddess of childbirth	Eileithyia (Εἰλείθυια), goddess of childbirth
Άφρος	Aphros	Greek	Sea deities			Aphros	Άφρος	 "sea foam"	Aphros (Άφρος) "sea foam"
Πόλεμος	Polemos	Greek	Spirits			Polemos	Πόλεμος	, personification of war	Polemos (Πόλεμος), personification of war
Δέλφιν	Delphin	Greek	Sea deities			Delphin	Δέλφιν	, the leader of the dolphins, Poseidon placed him in the sky as the constellation Delphin	Delphin (Δέλφιν), the leader of the dolphins, Poseidon placed him in the sky as the constellation Delphin
Πασιθέα	Pasithea	Greek	Other deities			Pasithea	Πασιθέα	, goddess of rest and relaxation	Pasithea (Πασιθέα), goddess of rest and relaxation
Δημήτηρ, Dēmētēr	Demeter	Greek	Deity			Demeter	Δημήτηρ, Dēmētēr	 Goddess of grain, agriculture, harvest, growth, and nourishment. Demeter, whose Roman counterpart is Ceres, is a daughter of Cronus and Rhea, and was swallowed and then regurgitated by her father. She is a sister of Zeus, by whom she bore Persephone, who is also known as Kore, i.e. "the girl." One of the central myths associated with Demeter involves Hades' abduction of Persephone and Demeter's lengthy search for her. Demeter is one of the main deities of the Eleusinian Mysteries, in which the rites seemed to center around Demeter's search for and reunion with her daughter, which symbolized both the rebirth of crops in spring and the rebirth of the initiates after death. She is depicted as a mature woman, often crowned and holding sheafs of wheat and a torch.[6] Her symbols are the cornucopia, wheat-ears, the winged serpent, and the lotus staff. Her sacred animals include pigs and snakes.	Demeter (Δημήτηρ, Dēmētēr) Goddess of grain, agriculture, harvest, growth, and nourishment. Demeter, whose Roman counterpart is Ceres, is a daughter of Cronus and Rhea, and was swallowed and then regurgitated by her father. She is a sister of Zeus, by whom she bore Persephone, who is also known as Kore, i.e. "the girl." One of the central myths associated with Demeter involves Hades' abduction of Persephone and Demeter's lengthy search for her. Demeter is one of the main deities of the Eleusinian Mysteries, in which the rites seemed to center around Demeter's search for and reunion with her daughter, which symbolized both the rebirth of crops in spring and the rebirth of the initiates after death. She is depicted as a mature woman, often crowned and holding sheafs of wheat and a torch.[6] Her symbols are the cornucopia, wheat-ears, the winged serpent, and the lotus staff. Her sacred animals include pigs and snakes.
	Chrysippus	Greek	mythological figures			Chrysippus			Chrysippus — a divine hero of Elis
Ἀλήθεια	Aletheia	Greek	Spirits			Aletheia	Ἀλήθεια	, spirit of truth, truthfulness and sincerity	Aletheia (Ἀλήθεια), spirit of truth, truthfulness and sincerity
Κελμις	Kelmis	Greek	Rustic deities			Kelmis	Κελμις		Kelmis (Κελμις)
Κελαινώ	Celaeno	Greek	Sky deities			Celaeno	Κελαινώ		Celaeno (Κελαινώ)
Νερίτης	Nerites	Greek	Sea deities			Nerites	Νερίτης	, a sea spirit who was transformed into a shell-fish by Aphrodite	Nerites (Νερίτης), a sea spirit who was transformed into a shell-fish by Aphrodite
	Periphas	Greek	mythological figures			Periphas			Periphas — The name of several mythological figures.
	Orestheus	Greek	mythological figures			Orestheus			Orestheus — The name of several mythological figures.
	Cychreus	Greek	mythological figures			Cychreus			Cychreus — Son of Poseidon and Salamis.
Θαλλώ	Thallo	Greek	Rustic deities			Thallo	Θαλλώ	, goddess of spring buds and shoots, identified with Eirene	Thallo (Θαλλώ), goddess of spring buds and shoots, identified with Eirene
Ὀφίων (Ophíōn)	Ophion	Greek	The Twelve Titans						An elder Titan, in some versions of the myth he ruled the Earth with his consort Eurynome before Cronus overthrew him. Another account describes him as a snake, born from the "World Egg"
	Auge	Greek	mythological figures			Auge			Auge — mother of the hero Telephus.
Ημέρα	Hemera	Greek	Sky deities			Hemera	Ημέρα	, primeval goddess of the day	Hemera (Ημέρα), primeval goddess of the day
		Greek	Notable women						Niobe, a daughter of Tantalus who declared herself to be superior to Leto, causing Artemis and Apollo to kill her fourteen children
Ὀρεάδες	Oreades	Greek	Rustic deities			Oreades	Ὀρεάδες	, mountain nymphs	Oreades (Ὀρεάδες), mountain nymphs
	Phalanthus	Greek	mythological figures			Phalanthus			Phalanthus — The name of several mythological figures.
	Lophis	Greek	mythological figures			Lophis			Lophis — The young son of a Boeotian king.
Μάχαι	The Machai	Greek	Spirits			The Machai	Μάχαι	, spirits of fighting and combat	The Machai (Μάχαι), spirits of fighting and combat
Μούσαι	Muses	Greek	Other deities			Muses	Μούσαι	, goddesses of music, song and dance, and the source of inspiration to poets	Muses (Μούσαι), goddesses of music, song and dance, and the source of inspiration to poets
Δίκη	Dike	Greek	Spirits			Dike	Δίκη	, spirit of justice, fair judgement, and the rights established by custom and law	Dike (Δίκη), spirit of justice, fair judgement, and the rights established by custom and law
		Greek	Kings						Hyrieus, a king of Boeotia
		Greek	mythological figures						Briseis, a princess of Lyrnessus, taken by Achilles as a war prize
Ἄντικλος	Anticlus	Greek	mythological figures			Anticlus	Ἄντικλος	 — one of the Greek warriors who hid inside the Trojan Horse.	Anticlus (Ἄντικλος) — one of the Greek warriors who hid inside the Trojan Horse.
	Memphis	Greek	mythological figures			Memphis			Memphis — eponym of Memphis, Egypt.
		Greek	Kings						Diomedes, a king of Argos and hero of the Trojan War
	Halaesus	Greek	mythological figures			Halaesus			Halaesus — The name of several mythological figures.
	Orchomenus	Greek	mythological figures			Orchomenus			Orchomenus — The name of several mythological figures.
Πάν	Pan	Greek	Rustic deities			Pan	Πάν	, god of shepherds, pastures, and fertility	Pan (Πάν), god of shepherds, pastures, and fertility
Άνθεια	Antheia	Greek	Other deities			Antheia	Άνθεια	, goddess of flowers and flowery wreaths	Antheia (Άνθεια), goddess of flowers and flowery wreaths
Ποταμοί	Potamoi	Greek	Rustic deities			Potamoi	Ποταμοί	, river gods	Potamoi (Ποταμοί), river gods
	Caucon	Greek	mythological figures			Caucon			Caucon — The name of several mythological figures.
Ἀλκάθοος	Alcathous	Greek	mythological figures			Alcathous	Ἀλκάθοος	— the name of several mythological figures.	Alcathous (Ἀλκάθοος)— the name of several mythological figures.
Ἀκεσώ	Aceso	Greek	Agricultural deities			Aceso	Ἀκεσώ	, goddess of the healing of wounds and the curing of illnesses	Aceso (Ἀκεσώ), goddess of the healing of wounds and the curing of illnesses
Μαία	Maia	Greek	Sky deities			Maia	Μαία		Maia (Μαία)
	Hippothoe	Greek	mythological figures			Hippothoe			Hippothoe — The name of several mythological figures.
	Callithyia	Greek	mythological figures			Callithyia			Callithyia — The first priestess of Hera.
	Thestor	Greek	mythological figures			Thestor			Thestor — The name of several mythological figures.
Χάρων	Charon	Greek	Chthonic deities			Charon	Χάρων	, ferryman of Hades	Charon (Χάρων), ferryman of Hades
Λαιστρυγόνες	The Laestrygonians	Greek	Gigantes			The Laestrygonians	Λαιστρυγόνες	, a tribe of man-eating giants encountered by Odysseus on his travels	The Laestrygonians (Λαιστρυγόνες), a tribe of man-eating giants encountered by Odysseus on his travels
	Electryone	Greek	mythological figures			Electryone			Electryone — A daughter of Helios and Rhode.
		Greek	Heroes						Theseus, son of Poseidon and a king of Athens and slayer of the Minotaur
Ἐρινύες	Erinyes	Greek	Chthonic deities			Erinyes	Ἐρινύες	, the Furies, goddesses of retribution, known as "The Kindly Ones"	Erinyes (Ἐρινύες), the Furies, goddesses of retribution, known as "The Kindly Ones"
	Bormus	Greek	mythological figures			Bormus			Bormus — A Mariandynian youth abducted by nymphs.
Σκελμις	Skelmis	Greek	Sea deities			Skelmis	Σκελμις		Skelmis (Σκελμις)
		Greek	Kings						Phoenix, son of Agenor, founder-king of Phoenicia
		Greek	Seers/oracles						Halitherses, an Ithacan seer who warned Penelope's suitors of Odysseus' return
	Eurydice	Greek	mythological figures			Eurydice			Eurydice — The wife of Orpheus.
		Greek	mythological figures						
		Greek	Kings						Talaus, a king of Argos who sailed with the Argonauts
	Iole	Greek	mythological figures			Iole			Iole — Daughter of Eurytus.
Μελανίππη	Melanippe	Greek	Amazons			Melanippe	Μελανίππη	, a daughter of Ares and sister of Hippolyta and Antiope	Melanippe (Μελανίππη), a daughter of Ares and sister of Hippolyta and Antiope
Περσεφόνη	Persephone	Greek	Agricultural deities			Persephone	Περσεφόνη	, queen of the underworld, wife of Hades and goddess of spring growth	Persephone (Περσεφόνη), queen of the underworld, wife of Hades and goddess of spring growth
		Greek	Kings						Dardanus, founder-king of Dardania, and son of Zeus and Electra
 Ζῆλος	Zelos	Greek	Spirits			Zelos	 Ζῆλος	, spirit of eager rivalry, emulation, envy, jealousy, and zeal	Zelos ( Ζῆλος), spirit of eager rivalry, emulation, envy, jealousy, and zeal
	Xanthus	Greek	mythological figures			Xanthus			Xanthus — The name of several mythological figures.
		Greek	Kings						Oeneus, a king of Calydon
Ἁρποκράτης	Harpocrates	Greek	Other deities			Harpocrates	Ἁρποκράτης	, god of silence	Harpocrates (Ἁρποκράτης), god of silence
	Ormenus	Greek	mythological figures			Ormenus			Ormenus — The name of several mythological figures.
Αἴθιλλα or Αἴθυλλα	Aethilla	Greek	mythological figures			Aethilla	Αἴθιλλα or Αἴθυλλα	 — sister of Priam, king of Troy.	Aethilla (Αἴθιλλα or Αἴθυλλα) — sister of Priam, king of Troy.
Αίγυπτος	Aegyptus	Greek	Kings			Aegyptus	Αίγυπτος	, a king of Egypt	Aegyptus (Αίγυπτος), a king of Egypt
		Greek	Heroes						Chrysippus, a divine hero of Elis
		Greek	mythological figures						
	Eioneus	Greek	mythological figures			Eioneus			Eioneus — The name of several mythological figures.
Άλκηστις	Alcestis	Greek	Notable women			Alcestis	Άλκηστις	, daughter of Pelias and wife of Admetus, who was known for her devotion to her husband	Alcestis (Άλκηστις), daughter of Pelias and wife of Admetus, who was known for her devotion to her husband
Θοων	Thoas/Thoon	Greek	Gigantes			Thoas/Thoon	Θοων	, he was killed by the Moirai.	Thoas/Thoon (Θοων), he was killed by the Moirai.
Kακία	Kakia	Greek	Spirits			Kakia	Kακία	, spirit of vice and moral badness	Kakia (Kακία), spirit of vice and moral badness
	Chalcodon	Greek	mythological figures			Chalcodon			Chalcodon — The name of several mythological figures.
